@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
1053,'2024/02/21 17:51:26:564',18,14.307197,1.148812,8.189589,8.148152,-0.033032,3.669658,3.764003,0,0,0,-0.001628,0.003117,0,1,0.154554
1054,'2024/02/21 17:51:26:596',18,14.230553,1.13735,8.212182,8.169213,-0.03147,3.651803,3.749789,0,0,0,-0.001628,0.003117,0,1,0.154554
1055,'2024/02/21 17:51:26:628',18,14.172317,1.148125,8.194906,8.153018,-0.035299,3.619348,3.715767,0,0,0,-0.001628,0.003117,0,1,0.154554
1056,'2024/02/21 17:51:26:660',18,14.404865,1.165793,7.856533,7.811035,-0.026749,3.727595,3.831938,0,0,0,-0.001628,0.003117,0,1,0.154554
1057,'2024/02/21 17:51:26:692',18,14.403687,1.179079,7.902621,7.876019,-0.031599,3.491031,3.604385,0,0,0,-0.001628,0.003117,0,1,0.154554
1058,'2024/02/21 17:51:26:730',18,14.796726,1.228193,7.764303,7.744944,-0.028639,3.477632,3.585486,0,0,0,-0.001628,0.003117,0,1,0.154554
1059,'2024/02/21 17:51:26:762',18,14.759292,1.237753,7.797219,7.784599,-0.02666,3.443309,3.561074,0,0,0,-0.001628,0.003117,0,1,0.154554
1060,'2024/02/21 17:51:26:794',18,14.622526,1.224146,7.775159,7.764638,-0.024662,3.498019,3.619188,0,0,0,-0.001628,0.003117,0,1,0.154554
1061,'2024/02/21 17:51:26:826',18,15.082253,1.284886,7.723975,7.717386,-0.035012,3.55845,3.667292,0,0,0,-0.001628,0.003117,0,1,0.154554
1062,'2024/02/21 17:51:26:863',18,15.235966,1.283146,7.777127,7.774929,-0.027173,3.569016,3.678468,0,0,0,-0.001628,0.003117,0,1,0.154554
1063,'2024/02/21 17:51:26:895',18,15.246416,1.292767,7.774811,7.777575,-0.034937,3.593309,3.690807,0,0,0,-0.001628,0.003117,0,1,0.154554
1064,'2024/02/21 17:51:26:927',18,15.089096,1.271334,7.781827,7.78179,-0.025902,3.601331,3.706149,0,0,0,-0.001628,0.003117,0,1,0.154554
1065,'2024/02/21 17:51:26:959',18,14.690902,1.237535,7.786209,7.775495,-0.026929,3.597515,3.700788,0,0,0,-0.001628,0.003117,0,1,0.154554
1066,'2024/02/21 17:51:26:996',18,14.777863,1.241875,7.803702,7.792608,-0.017489,3.593455,3.707102,0,0,0,-0.001628,0.003117,0,1,0.154554
1067,'2024/02/21 17:51:27:037',18,14.811769,1.248656,7.789604,7.774598,-0.024552,3.626824,3.735863,0,0,0,-0.001628,0.003117,0,1,0.154554
1068,'2024/02/21 17:51:27:061',18,14.882353,1.242205,7.765756,7.747948,-0.021915,3.637715,3.749922,0,0,0,-0.001628,0.003117,0,1,0.154554
1069,'2024/02/21 17:51:27:098',18,14.631158,1.219334,7.7825,7.757448,-0.022205,3.697452,3.808213,0,0,0,-0.001628,0.003117,0,1,0.154554
1070,'2024/02/21 17:51:27:130',18,15.234526,1.290779,7.763239,7.749338,-0.026763,3.67262,3.780207,0,0,0,-0.001628,0.003117,0,1,0.154554
1071,'2024/02/21 17:51:27:162',18,15.273589,1.262863,7.749164,7.742339,-0.035342,3.641355,3.745601,0,0,0,-0.001628,0.003117,0,1,0.154554
1072,'2024/02/21 17:51:27:194',18,15.334654,1.285653,7.752854,7.744278,-0.023335,3.630012,3.741324,0,0,0,-0.001628,0.003117,0,1,0.154554
1073,'2024/02/21 17:51:27:226',18,15.022974,1.241222,7.750834,7.739356,-0.027935,3.658463,3.761014,0,0,0,-0.001628,0.003117,0,1,0.154554
1074,'2024/02/21 17:51:27:263',18,15.240774,1.312465,7.720314,7.719335,-0.027049,3.645242,3.749663,0,0,0,-0.001628,0.003117,0,1,0.154554
1075,'2024/02/21 17:51:27:295',18,15.331905,1.24527,7.731193,7.729253,-0.022585,3.621734,3.725535,0,0,0,-0.001628,0.003117,0,1,0.154554
1076,'2024/02/21 17:51:27:327',18,15.398145,1.291828,7.719409,7.714733,-0.023104,3.646582,3.748611,0,0,0,-0.001628,0.003117,0,1,0.154554
1077,'2024/02/21 17:51:27:364',18,15.407695,1.260229,7.712574,7.708488,-0.018474,3.648696,3.756664,0,0,0,-0.001628,0.003117,0,1,0.154554
1078,'2024/02/21 17:51:27:396',18,15.384805,1.276008,7.700733,7.702555,-0.019248,3.677504,3.787055,0,0,0,-0.001628,0.003117,0,1,0.154554
1079,'2024/02/21 17:51:27:428',18,15.465607,1.26853,7.683736,7.679821,-0.015147,3.697417,3.812477,0,0,0,-0.001628,0.003117,0,1,0.154554
1080,'2024/02/21 17:51:32:463',19,15.944767,8.556449,6.86211,6.831343,0.121865,2.811503,2.829979,0,0,0,-0.001628,0.003117,0,0,1
1081,'2024/02/21 17:51:32:495',19,15.951978,8.780063,6.84226,6.816,0.118563,2.833246,2.84224,0,0,0,-0.001628,0.003117,0,0,1
1082,'2024/02/21 17:51:32:528',19,15.759915,8.846637,6.862903,6.841884,0.127542,2.80444,2.820111,0,0,0,-0.001628,0.003117,0,0,1
1083,'2024/02/21 17:51:32:559',19,15.93967,8.628456,6.864017,6.834268,0.126022,2.793816,2.806491,0,0,0,-0.001628,0.003117,0,0,1
1084,'2024/02/21 17:51:32:591',19,15.98881,8.73045,6.857555,6.828607,0.118496,2.812084,2.817666,0,0,0,-0.001628,0.003117,0,0,1
1085,'2024/02/21 17:51:32:629',19,15.968558,8.719618,6.855965,6.82069,0.11768,2.763536,2.775125,0,0,0,-0.001628,0.003117,0,0,1
1086,'2024/02/21 17:51:32:666',19,15.989239,8.812638,6.87625,6.839046,0.128102,2.789497,2.810313,0,0,0,-0.001628,0.003117,0,0,1
1087,'2024/02/21 17:51:32:692',19,16.034168,8.801354,6.853075,6.82609,0.117099,2.783083,2.796702,0,0,0,-0.001628,0.003117,0,0,1
1088,'2024/02/21 17:51:32:730',19,15.998261,8.934503,6.900352,6.87875,0.124833,2.724493,2.745149,0,0,0,-0.001628,0.003117,0,0,1
1089,'2024/02/21 17:51:32:762',19,16.165438,8.832779,6.923831,6.902345,0.117931,2.71278,2.742011,0,0,0,-0.001628,0.003117,0,0,1
1090,'2024/02/21 17:51:32:794',19,16.40658,8.454454,6.885418,6.870375,0.124419,2.757228,2.789007,0,0,0,-0.001628,0.003117,0,0,1
1091,'2024/02/21 17:51:32:831',19,16.974287,8.366101,6.928098,6.894592,0.122035,2.69189,2.718471,0,0,0,-0.001628,0.003117,0,0,1
1092,'2024/02/21 17:51:32:863',19,16.364416,8.593048,6.933135,6.903506,0.123994,2.718049,2.751029,0,0,0,-0.001628,0.003117,0,0,1
1093,'2024/02/21 17:51:32:895',19,16.707296,8.831159,7.177679,7.142109,0.123693,2.559808,2.579062,0,0,0,-0.001628,0.003117,0,0,1
1094,'2024/02/21 17:51:32:927',19,17.125971,8.493588,7.072758,7.049252,0.120541,2.58131,2.61024,0,0,0,-0.001628,0.003117,0,0,1
1095,'2024/02/21 17:51:32:959',19,16.780903,8.496525,7.099656,7.069221,0.11877,2.64121,2.653434,0,0,0,-0.001628,0.003117,0,0,1
1096,'2024/02/21 17:51:33:002',19,16.879654,8.595603,7.091745,7.065575,0.116315,2.593057,2.618546,0,0,0,-0.001628,0.003117,0,0,1
1097,'2024/02/21 17:51:33:028',19,17.142616,8.425499,7.063531,7.033336,0.111081,2.638773,2.647742,0,0,0,-0.001628,0.003117,0,0,1
1098,'2024/02/21 17:51:33:060',19,16.657093,8.520873,7.12256,7.112268,0.119322,2.568256,2.5834,0,0,0,-0.001628,0.003117,0,0,1
1099,'2024/02/21 17:51:33:092',19,17.131208,8.375025,7.110645,7.084232,0.125402,2.614774,2.638646,0,0,0,-0.001628,0.003117,0,0,1
1100,'2024/02/21 17:51:33:130',19,16.580214,8.627235,7.331653,7.32173,0.118431,2.483052,2.516666,0,0,0,-0.001628,0.003117,0,0,1
1101,'2024/02/21 17:51:33:162',19,17.12756,8.633149,7.298491,7.271523,0.12916,2.487404,2.527362,0,0,0,-0.001628,0.003117,0,0,1
1102,'2024/02/21 17:51:33:199',19,16.6294,8.796112,7.436314,7.415296,0.123116,2.404878,2.430233,0,0,0,-0.001628,0.003117,0,0,1
1103,'2024/02/21 17:51:33:236',19,17.227331,8.612897,7.278533,7.25265,0.124236,2.548568,2.582537,0,0,0,-0.001628,0.003117,0,0,1
1104,'2024/02/21 17:51:33:263',19,16.562944,8.774113,7.44284,7.423961,0.122652,2.422307,2.415577,0,0,0,-0.001628,0.003117,0,0,1
1105,'2024/02/21 17:51:33:295',19,17.197361,8.675644,7.251357,7.237185,0.118398,2.56377,2.565688,0,0,0,-0.001628,0.003117,0,0,1
1106,'2024/02/21 17:51:33:327',19,16.379417,9.048619,7.411489,7.406723,0.110618,2.409827,2.399227,0,0,0,-0.001628,0.003117,0,0,1
1107,'2024/02/21 17:51:33:359',19,16.781996,8.789811,7.230514,7.220398,0.119896,2.569948,2.585418,0,0,0,-0.001628,0.003117,0,0,1
1108,'2024/02/21 17:51:33:397',19,17.292463,8.700718,7.406769,7.378934,0.115846,2.380928,2.401991,0,0,0,-0.001628,0.003117,0,0,1
1109,'2024/02/21 17:51:33:428',19,16.610226,8.892462,7.257267,7.253556,0.116669,2.558591,2.568137,0,0,0,-0.001628,0.003117,0,0,1
1110,'2024/02/21 17:51:33:460',19,17.320906,8.618827,7.396715,7.379313,0.124181,2.427465,2.431943,0,0,0,-0.001628,0.003117,0,0,1
1111,'2024/02/21 17:51:33:492',19,16.492409,8.845352,7.287758,7.294274,0.125102,2.542576,2.541845,0,0,0,-0.001628,0.003117,0,0,1
1112,'2024/02/21 17:51:33:530',19,17.411474,8.776735,7.362426,7.346514,0.115377,2.432302,2.444394,0,0,0,-0.001628,0.003117,0,0,1
1113,'2024/02/21 17:51:33:562',19,16.547058,8.752705,7.340322,7.335021,0.118639,2.497895,2.490658,0,0,0,-0.001628,0.003117,0,0,1
1114,'2024/02/21 17:51:33:599',19,17.216431,8.832582,7.368179,7.35272,0.117049,2.435992,2.446531,0,0,0,-0.001628,0.003117,0,0,1
1115,'2024/02/21 17:51:33:631',19,16.486349,8.917613,7.374099,7.365965,0.111466,2.466875,2.461729,0,0,0,-0.001628,0.003117,0,0,1
1116,'2024/02/21 17:51:33:663',19,17.128643,8.836843,7.326419,7.304433,0.113445,2.467448,2.477093,0,0,0,-0.001628,0.003117,0,0,1
1117,'2024/02/21 17:51:33:695',19,16.300127,8.841137,7.381576,7.363189,0.112272,2.452363,2.457216,0,0,0,-0.001628,0.003117,0,0,1
1118,'2024/02/21 17:51:33:727',19,16.38047,8.770657,7.30556,7.288959,0.114977,2.564255,2.563711,0,0,0,-0.001628,0.003117,0,0,1
1119,'2024/02/21 17:51:33:764',19,16.68972,8.572829,7.37606,7.350429,0.117502,2.463332,2.476174,0,0,0,-0.001628,0.003117,0,0,1
1120,'2024/02/21 17:51:33:796',19,17.088614,8.596321,7.255886,7.239768,0.106967,2.536778,2.549516,0,0,0,-0.001628,0.003117,0,0,1
1121,'2024/02/21 17:51:33:834',19,16.93837,8.391677,7.399992,7.376715,0.116742,2.409452,2.423043,0,0,0,-0.001628,0.003117,0,0,1
1122,'2024/02/21 17:51:33:834',19,16.93837,8.391677,7.399992,7.376715,0.116742,2.409452,2.423043,0,0,0,-0.001628,0.003117,0,0,1
1123,'2024/02/21 17:51:33:860',19,17.258511,7.983848,7.240514,7.235895,0.106945,2.528476,2.558172,0,0,0,-0.001628,0.003117,0,0,1
1124,'2024/02/21 17:51:33:892',19,16.944267,8.065745,7.402658,7.375713,0.114839,2.410179,2.42487,0,0,0,-0.001628,0.003117,0,0,1
1125,'2024/02/21 17:51:33:930',19,17.141212,8.219469,7.273986,7.262111,0.113278,2.513402,2.52606,0,0,0,-0.001628,0.003117,0,0,1
1126,'2024/02/21 17:51:33:962',19,17.210878,7.639872,7.364056,7.352726,0.100812,2.448193,2.461953,0,0,0,-0.001628,0.003117,0,0,1
1127,'2024/02/21 17:51:33:994',19,16.478895,8.833713,7.368001,7.340435,0.124873,2.502494,2.519692,0,0,0,-0.001628,0.003117,0,0,1
1128,'2024/02/21 17:51:34:031',19,16.754652,8.416496,7.343231,7.325026,0.116902,2.490297,2.510497,0,0,0,-0.001628,0.003117,0,0,1
1129,'2024/02/21 17:51:34:063',19,17.036207,8.484585,7.352878,7.337592,0.118501,2.481678,2.49184,0,0,0,-0.001628,0.003117,0,0,1
1130,'2024/02/21 17:51:34:095',19,17.025219,8.350221,7.355259,7.336591,0.120362,2.476924,2.484808,0,0,0,-0.001628,0.003117,0,0,1
1131,'2024/02/21 17:51:34:127',19,16.960508,8.086125,7.354212,7.342228,0.121522,2.486286,2.504252,0,0,0,-0.001628,0.003117,0,0,1
1132,'2024/02/21 17:51:34:164',19,17.000153,8.128791,7.357749,7.347503,0.123512,2.468737,2.472276,0,0,0,-0.001628,0.003117,0,0,1
1133,'2024/02/21 17:51:34:202',19,17.065033,7.99884,7.333045,7.32679,0.120857,2.51653,2.523983,0,0,0,-0.001628,0.003117,0,0,1
1134,'2024/02/21 17:51:34:228',19,17.223036,7.876126,7.400851,7.383515,0.124346,2.445582,2.462782,0,0,0,-0.001628,0.003117,0,0,1
1135,'2024/02/21 17:51:34:260',19,17.063864,7.874516,7.352649,7.34235,0.126008,2.50534,2.526924,0,0,0,-0.001628,0.003117,0,0,1
1136,'2024/02/21 17:51:34:298',19,16.915314,8.381661,7.458522,7.432315,0.130226,2.435474,2.449241,0,0,0,-0.001628,0.003117,0,0,1
1137,'2024/02/21 17:51:34:330',19,17.04674,8.338494,7.339547,7.332418,0.122961,2.532408,2.548015,0,0,0,-0.001628,0.003117,0,0,1
1138,'2024/02/21 17:51:34:362',19,17.054817,8.132843,7.423526,7.403731,0.113608,2.425729,2.435669,0,0,0,-0.001628,0.003117,0,0,1
1139,'2024/02/21 17:51:34:394',19,16.893,8.175683,7.34152,7.325003,0.118227,2.498421,2.514243,0,0,0,-0.001628,0.003117,0,0,1
1140,'2024/02/21 17:51:34:431',19,17.153049,8.119168,7.379563,7.36401,0.110945,2.452523,2.469615,0,0,0,-0.001628,0.003117,0,0,1
1141,'2024/02/21 17:51:34:463',19,17.015678,7.82479,7.384462,7.359199,0.120953,2.457261,2.475218,0,0,0,-0.001628,0.003117,0,0,1
1142,'2024/02/21 17:51:34:495',19,16.926538,8.558165,7.451333,7.428352,0.122393,2.429916,2.444545,0,0,0,-0.001628,0.003117,0,0,1
1143,'2024/02/21 17:51:34:527',19,17.171452,8.168703,7.342383,7.328141,0.112817,2.48104,2.493382,0,0,0,-0.001628,0.003117,0,0,1
1144,'2024/02/21 17:51:34:559',19,17.40077,7.667277,7.43505,7.421966,0.118475,2.393911,2.420883,0,0,0,-0.001628,0.003117,0,0,1
1145,'2024/02/21 17:51:34:596',19,17.104633,8.513058,7.405786,7.3888,0.116766,2.423039,2.453517,0,0,0,-0.001628,0.003117,0,0,1
1146,'2024/02/21 17:51:34:628',19,16.85317,7.994788,7.416522,7.411731,0.109778,2.457656,2.473296,0,0,0,-0.001628,0.003117,0,0,1
1147,'2024/02/21 17:51:34:650',19,16.940756,8.591264,7.438653,7.419631,0.117322,2.393943,2.42534,0,0,0,-0.001628,0.003117,0,0,1
